id,name,age,ova,bov,pot,growth,a/w,d/w,value,total_stats,base_stats,composure,stamina,strength,power,reactions
220061,N. Gyömbér,26,72,72,72,0,Medium,Medium,2900000.0,1444,319,65.0,47,75,275,66
220064,C. Aboagye,25,71,74,76,5,Medium,Medium,3100000.0,1829,385,65.0,68,36,269,68
220065,E. Gliozzi,24,63,65,68,5,Medium,Medium,500000.0,1560,334,58.0,61,75,322,61
220070,Antonio Domínguez,26,64,64,64,0,Medium,Medium,475000.0,1632,344,57.0,61,47,307,52
220074,R. Espejord,24,62,64,69,7,High,Low,425000.0,1484,317,62.0,57,82,332,56
220075,M. Kanno,25,71,73,76,5,High,Medium,2800000.0,1953,422,67.0,79,79,371,66
220085,L. Waldschmidt,24,76,77,83,7,High,Medium,11000000.0,1866,388,71.0,70,64,363,74
220087,Fabrício Baiano,28,71,72,72,1,High,High,2400000.0,1802,396,57.0,81,82,379,69
220093,H. Hateboer,26,78,79,79,1,Medium,High,12000000.0,2035,448,72.0,86,70,360,77
220118,I. Bel Hassani,26,67,67,68,1,Medium,Low,900000.0,1739,363,68.0,50,63,293,64
220122,Joan Campins,24,65,66,69,4,High,Medium,625000.0,1657,352,62.0,68,56,282,62
220126,M. Diagne,26,68,70,71,3,Medium,Medium,1000000.0,1522,331,66.0,71,72,298,62
220128,J. Cristaldo,31,71,71,71,0,High,Medium,2100000.0,1795,380,76.0,70,70,344,70
220131,M. Diagne,28,74,74,74,0,Medium,Low,6000000.0,1661,355,74.0,44,88,344,73
220132,Zaldúa,28,79,79,79,0,Medium,Medium,11000000.0,1828,390,67.0,79,71,319,76
220139,S. Szmodics,24,67,69,72,5,High,Medium,1000000.0,1842,390,63.0,86,60,350,60
220140,F. Kent,24,65,67,72,7,Medium,High,675000.0,1505,335,55.0,81,72,280,61
220143,S. Štefánik,25,67,66,70,3,Medium,Medium,950000.0,1733,371,65.0,56,59,286,65
220148,N. Orsini,25,71,73,74,3,High,Low,3000000.0,1690,377,57.0,59,82,358,63
220150,J. Deza,27,71,72,71,0,High,Medium,2500000.0,1795,390,55.0,55,58,314,63
220152,Y. Baraye,28,72,72,72,0,Medium,Medium,3100000.0,1795,397,66.0,74,57,307,72
220156,A. Balboa,25,70,71,72,2,Medium,Low,2200000.0,1581,342,60.0,63,88,364,66
220165,J. Pohjanpalo,25,72,74,74,2,Medium,Medium,3900000.0,1690,352,68.0,64,76,355,74
220171,Wanderson,32,69,70,69,0,Medium,Medium,0.0,1716,363,55.0,67,51,298,67
220172,S. Janko,24,72,72,77,5,High,Medium,3700000.0,1815,400,63.0,80,68,340,64
220175,O. Kemen,23,69,70,77,8,Medium,High,1400000.0,1918,415,68.0,81,78,384,61
220182,J. Denayer,25,79,81,83,4,Medium,High,14500000.0,1842,407,79.0,79,81,327,79
220184,Jorginho,21,68,68,75,7,Medium,Medium,1300000.0,1662,356,67.0,74,53,325,67
220185,B. Barker,23,67,68,72,5,Medium,Medium,1000000.0,1591,360,55.0,64,57,275,59
220186,D. Boadu,22,59,60,68,9,Medium,Medium,240000.0,1388,311,47.0,53,68,282,47
220187,M. Jay,24,60,62,66,6,High,Medium,275000.0,1565,334,56.0,71,47,303,53
220191,Marcelo Djaló,26,65,67,69,4,Low,Medium,625000.0,1432,313,47.0,56,90,305,57
220196,D. Brooks,22,76,78,83,7,Medium,Medium,11000000.0,1931,408,78.0,69,62,337,72
220197,K. Bryan,23,63,65,73,10,Medium,Medium,550000.0,1666,360,51.0,65,74,319,57
220198,B. Celina,23,72,74,79,7,Medium,Medium,4400000.0,1748,373,68.0,64,60,314,67
220204,R. Bezjak,31,67,67,67,0,High,High,0.0,1697,357,65.0,65,60,337,63
220209,K. Lawrence,27,74,74,74,0,Medium,Medium,5000000.0,1895,407,59.0,73,74,340,67
220216,S. Heaney,22,54,53,60,6,Low,Medium,80000.0,1233,259,43.0,42,74,255,40
220230,P. Bochniewicz,24,67,69,73,6,Low,High,950000.0,1400,307,70.0,62,83,268,59
220245,B. Zungu,27,72,72,73,1,Medium,Medium,3200000.0,1968,404,73.0,76,73,357,68
220246,B. Mkhwanazi,30,69,69,69,0,Medium,Medium,0.0,1562,338,66.0,72,76,296,62
220253,Munir,24,79,81,84,5,High,Low,17000000.0,1969,416,80.0,73,66,356,78
220271,M. Evouna,27,63,64,64,1,High,Low,425000.0,1541,328,55.0,55,77,321,61
220287,J. Dinenno,25,75,77,78,3,High,Low,8500000.0,1723,368,68.0,72,90,387,69
220295,E. Valencia,30,72,72,72,0,High,Medium,3000000.0,1912,405,60.0,76,76,387,72
220302,B. Sanneh,24,69,70,74,5,Medium,High,1300000.0,1637,359,71.0,68,71,302,58
220306,A. Ceesay,26,60,62,63,3,High,Medium,250000.0,1597,347,55.0,64,62,316,65
220314,O. Marciano,30,68,68,68,0,Medium,Medium,600000.0,1125,374,45.0,33,80,234,67
220328,S. Nimely,21,60,62,71,11,Medium,Medium,350000.0,1551,340,55.0,38,48,276,58
220332,A. Romero,27,75,75,75,0,High,Medium,7000000.0,1968,414,69.0,84,68,362,73
220337,J. Alonso,26,75,76,78,3,Medium,Medium,7500000.0,1846,405,70.0,77,85,349,71
220348,Iza Carcelén,27,71,71,72,1,High,Medium,2400000.0,1919,411,62.0,91,71,357,60
220355,Alex Alegría,27,69,70,70,1,Medium,Medium,1200000.0,1652,348,72.0,65,81,355,68
220356,A. Al Dohaim,26,59,61,62,3,Medium,Medium,170000.0,1512,320,56.0,48,74,283,51
220362,K. Mahachi,24,70,71,73,3,High,Medium,2300000.0,1909,421,56.0,66,75,332,50
220383,Aarón,24,67,67,73,6,Medium,Medium,800000.0,1184,364,42.0,45,51,225,67
220386,Iván Rodríguez,24,70,70,77,7,Medium,Medium,2200000.0,1733,381,54.0,72,58,316,64
220388,S. Chakla,26,66,68,69,3,Medium,Medium,725000.0,1446,315,55.0,54,74,278,58
220395,Mula,23,68,69,74,6,High,Medium,1200000.0,1692,369,59.0,60,68,311,63
220407,M. Dúbravka,31,83,83,83,0,Medium,Medium,16500000.0,1346,454,59.0,40,60,253,77
220414,Diego Rico,27,77,77,78,1,Medium,Medium,9000000.0,2001,423,65.0,78,75,374,74
220421,H. Kamara,26,77,78,80,3,High,High,9500000.0,1999,439,74.0,84,72,340,75
220422,M. Hamzi,28,63,63,63,0,Medium,Medium,375000.0,1660,355,55.0,68,43,296,55
220429,G. Campi,29,69,69,69,0,Medium,High,875000.0,1650,362,67.0,66,92,318,68
220440,C. Lenglet,25,85,86,89,4,Medium,High,44500000.0,1930,419,82.0,75,83,347,84
220458,J. Gemmer,24,58,60,64,6,High,High,170000.0,1644,348,62.0,59,70,307,54
220466,F. Mattiello,24,71,73,73,2,High,High,2900000.0,1942,411,66.0,70,58,332,68
220475,A. Grassi,25,73,75,77,4,Medium,Medium,5000000.0,1914,403,66.0,64,59,316,72
220477,M. Caldara,26,78,80,83,5,Medium,High,12000000.0,1617,357,74.0,61,77,272,74
220479,P. Olsen,26,67,69,70,3,Medium,High,925000.0,1804,379,67.0,84,61,337,67
220489,F. Scaglia,28,68,70,70,2,Low,Medium,900000.0,1451,322,58.0,62,76,278,58
220491,E. Gyasi,26,67,68,68,1,Medium,Medium,900000.0,1612,356,62.0,69,69,317,59
220493,A. Barreca,25,72,73,76,4,High,Medium,3500000.0,1748,378,66.0,70,65,296,69
220502,M. Zaccagni,25,75,78,80,5,High,Medium,9000000.0,1902,409,68.0,66,57,308,76
220509,L. Venuti,25,70,70,75,5,Medium,Medium,2100000.0,1542,336,63.0,75,48,250,65
220513,F. Ricci,26,72,72,72,0,High,Medium,3300000.0,1764,380,70.0,60,39,257,68
220521,M. Bălașa,25,69,71,73,4,Medium,Medium,1200000.0,1760,368,59.0,74,76,364,65
220523,Y. Mina,25,78,80,80,2,Medium,Medium,11500000.0,1748,382,78.0,67,88,345,74
220528,G. Tutino,23,72,75,78,6,High,Low,4300000.0,1888,394,59.0,68,66,353,74
220529,L. Palmiero,24,68,70,73,5,Medium,Medium,1200000.0,1852,388,68.0,69,56,322,62
220531,I. Łasicki,25,63,65,67,4,Medium,High,425000.0,1497,309,53.0,71,72,281,58
220532,N. Contini,24,64,64,72,8,Medium,Medium,500000.0,1078,358,44.0,21,58,201,62
220534,S. Luperto,23,71,73,79,8,Low,Medium,3200000.0,1745,365,62.0,64,70,343,70
220540,D. Bejarano,26,63,63,63,0,Medium,Medium,0.0,1623,358,46.0,64,71,281,55
220542,R. Quiñonez,28,64,64,66,2,Medium,Medium,400000.0,1122,367,33.0,30,56,201,50
220545,R. Ramallo,29,64,64,64,0,Medium,Medium,450000.0,1558,339,54.0,71,70,324,57
220569,E. Babayan,23,69,70,74,5,High,Low,1400000.0,1824,390,63.0,70,61,313,60
220570,J. Bednarek,24,77,79,83,6,Medium,High,11000000.0,1589,346,62.0,69,77,274,79
220572,T. Dejewski,25,59,61,65,6,Medium,Medium,190000.0,1246,272,53.0,66,79,250,49
220573,M. Jakóbowski,27,62,62,62,0,Medium,Medium,325000.0,1586,334,51.0,54,49,279,58
220597,F. González,27,61,62,62,1,Medium,Medium,300000.0,1568,348,56.0,69,80,324,57
220600,A. Lundqvist,26,66,66,67,1,High,Medium,650000.0,1802,364,67.0,74,43,312,68
220604,Jaume,29,78,78,79,1,Medium,Medium,8500000.0,1349,445,56.0,40,68,249,72
220605,J. Rodríguez,24,64,69,71,7,Medium,Low,650000.0,1698,365,71.0,64,50,280,63
220609,V. Vada,24,72,74,76,4,Medium,Medium,4000000.0,1965,409,68.0,71,72,327,75
220620,F. Hadergjonaj,25,71,72,74,3,High,Medium,2600000.0,1805,395,63.0,71,60,301,67
220621,S. Benrahma,24,77,78,80,3,High,Low,11500000.0,1863,393,74.0,68,47,314,73
220624,L. Acosta,25,69,69,75,6,Medium,Medium,1100000.0,1257,406,14.0,44,74,249,63
220633,D. Gray,24,75,76,79,4,Medium,Medium,8500000.0,1794,395,60.0,66,56,321,70
220635,T. Conlon,24,62,64,66,4,High,High,400000.0,1770,362,63.0,80,56,326,55
220637,Moi Delgado,26,67,68,70,3,High,Medium,825000.0,1682,360,60.0,75,57,294,66
220638,Luismi,28,70,70,71,1,Medium,High,1800000.0,1674,362,63.0,75,79,344,70
220649,S. Vecchia,25,70,71,73,3,Medium,Medium,2200000.0,1770,383,70.0,73,68,335,66
220651,Angeliño,23,80,81,85,5,High,Medium,17500000.0,2152,447,69.0,87,62,369,78
220652,J. Hardy,23,60,62,66,6,High,Medium,275000.0,1560,329,61.0,67,41,276,53
220654,J. Horsfield,23,61,63,65,4,Medium,Medium,300000.0,1650,357,58.0,65,66,291,55
220658,Ailton,25,74,75,79,5,High,Medium,6500000.0,1978,424,70.0,77,67,362,70
220659,J. Brownhill,24,72,74,78,6,Medium,Medium,4200000.0,1967,418,69.0,89,66,389,72
220663,M. Kallesøe,23,65,66,72,7,High,High,750000.0,1692,381,62.0,83,70,313,58
220665,G. Wüthrich,25,67,69,70,3,Low,Medium,850000.0,1535,332,54.0,70,85,306,64
220669,F. Okenabirhie,24,65,67,72,7,Medium,Medium,775000.0,1705,366,54.0,72,66,339,62
220670,A. Mastalli,23,65,66,69,4,High,Medium,700000.0,1649,353,56.0,69,56,305,57
220673,R. Tapia,24,73,74,78,5,Medium,Medium,4900000.0,1968,413,66.0,75,80,369,68
220677,J. Morrell,23,67,69,75,8,Medium,Medium,1100000.0,1728,364,73.0,83,44,308,74
220685,Léo Bonatini,26,71,73,74,3,Medium,High,3000000.0,1836,382,74.0,69,75,355,73
220693,João Afonso,25,66,68,69,3,Medium,Medium,725000.0,1708,364,56.0,76,72,329,72
220697,J. Maddison,23,81,83,85,4,High,Medium,23000000.0,2071,429,82.0,75,49,341,75
220700,M. Azira,32,65,65,65,0,Low,High,350000.0,1698,355,65.0,66,64,312,64
220702,G. Silva,26,75,75,78,3,Medium,Medium,7000000.0,1924,408,72.0,76,75,346,69
220708,B. Borrello,24,68,69,71,3,Medium,Medium,1100000.0,1664,359,62.0,64,69,329,65
220710,H. Wilson,23,77,78,83,6,High,Medium,12000000.0,1957,408,75.0,72,54,336,76
220711,R. Mahazi,28,64,64,64,0,Medium,High,400000.0,1615,357,54.0,77,71,295,48
220714,P. Billing,24,75,80,81,6,High,High,9000000.0,2025,429,74.0,86,82,383,80
220715,E. Ponce,23,74,76,80,6,Medium,Medium,8000000.0,1837,392,70.0,74,74,368,73
220735,Douglas Tanque,26,70,72,72,2,Medium,Low,2200000.0,1561,321,69.0,61,93,350,74
220739,J. Sornoza,26,70,73,73,3,Medium,Medium,2200000.0,1788,373,61.0,70,30,287,64
220746,A. Živković,23,73,76,77,4,Medium,Medium,5000000.0,1896,398,80.0,49,44,289,67
220754,D. Ortiz,27,67,69,69,2,Low,High,800000.0,1410,301,58.0,67,80,285,68
220763,R. Thomas,25,75,77,77,2,Medium,High,8000000.0,1962,417,72.0,71,60,346,74
220772,L. Stojanović,26,64,67,65,1,Medium,Medium,525000.0,1725,360,62.0,66,74,344,62
220774,J. Debayo,22,59,60,67,8,Medium,High,200000.0,1477,322,50.0,67,68,280,55
220779,M. Ridenton,24,62,63,66,4,Medium,Medium,0.0,1727,365,54.0,77,67,327,60
220782,M. Ilaimaharitra,24,74,75,79,5,Medium,Medium,7000000.0,1925,408,68.0,85,77,372,71
220785,A. Čolak,26,72,72,72,0,Medium,Medium,3400000.0,1668,359,68.0,72,79,363,68
220793,D. Sánchez,24,81,83,84,3,Medium,High,20000000.0,1790,403,75.0,73,83,341,78
220805,A. Castro,26,67,67,68,1,Medium,Medium,900000.0,1715,365,58.0,53,48,294,62
220814,L. Hernández,24,82,85,87,5,High,High,26500000.0,2006,434,76.0,75,77,350,85
220815,J. Narváez,25,69,72,74,5,High,Medium,1400000.0,1840,402,60.0,62,70,333,63
220820,M. Diaw,27,59,59,63,4,Medium,Medium,140000.0,1120,332,33.0,31,72,227,56
220826,L. Vásquez,28,69,69,69,0,Medium,High,925000.0,1613,343,58.0,67,83,342,74
220829,E. Torregrossa,28,71,71,71,0,Medium,Medium,2400000.0,1711,365,68.0,76,83,378,71
220831,M. Malsa,24,70,74,76,6,Medium,Medium,2400000.0,1875,406,71.0,82,75,337,66
220834,Marco Asensio,24,82,84,86,4,High,Medium,29000000.0,2023,427,82.0,76,61,364,78
220837,D. Machado,26,68,68,69,1,High,Medium,925000.0,1791,394,55.0,72,64,323,59
220854,E. Gutiérrez,25,74,76,78,4,Medium,Low,7000000.0,1977,423,76.0,78,63,338,68
220862,J. Hugill,28,70,70,70,0,High,High,1800000.0,1761,378,64.0,83,83,382,66
220872,G. Kiltie,23,64,65,71,7,High,Medium,625000.0,1646,358,60.0,67,65,286,61
220876,F. Honorat,23,69,70,75,6,Medium,Medium,1400000.0,1758,370,64.0,60,44,322,63
220878,M. Cacutalua,25,66,68,71,5,Medium,Medium,775000.0,1570,347,54.0,69,76,307,65
220881,V. Sulejmani,24,66,68,71,5,Medium,Medium,875000.0,1713,367,63.0,67,72,340,65
220883,R. Borré,24,78,80,83,5,High,High,14000000.0,2082,437,81.0,90,70,393,79
220886,B. Tuiloma,25,66,68,71,5,Medium,Medium,775000.0,1652,357,63.0,71,76,315,63
220893,C. Baker-Richardson,23,61,62,68,7,Medium,Medium,350000.0,1347,292,54.0,56,64,279,58
220894,G. Thomas,23,63,66,72,9,High,Medium,575000.0,1705,361,63.0,70,57,320,56
220895,A. Al Sulayhim,26,67,69,70,3,Medium,Low,925000.0,1875,389,64.0,78,58,323,68
220901,David Raya,24,74,74,79,5,Medium,Medium,5500000.0,1218,409,46.0,29,42,185,72
220905,J. Aholou,26,74,75,78,4,High,Medium,6500000.0,1873,414,74.0,60,80,338,69
220908,A. Kawaya,20,64,64,72,8,High,Medium,675000.0,1715,371,55.0,41,78,320,58
220912,F. Jagiełło,22,64,67,72,8,Medium,Medium,650000.0,1711,362,60.0,66,53,314,64
220915,G. Moncini,24,69,71,75,6,High,Medium,1500000.0,1715,364,64.0,69,66,333,71
220921,A. Esiti,26,72,75,75,3,Low,Medium,3500000.0,1687,371,66.0,81,88,337,66
220922,H. Friðjónsson,27,67,68,68,1,Medium,Medium,900000.0,1605,347,68.0,71,85,351,63
220925,A. Schöpf  B,26,72,75,74,2,High,High,3700000.0,1962,418,71.0,91,65,356,72
220932,L. Kalinić,30,75,75,75,0,Medium,Medium,4500000.0,1085,387,58.0,31,73,217,71
220938,J. Correa,27,70,70,70,0,Medium,Low,1900000.0,1742,366,72.0,74,60,334,69
220940,C. Brannagan,24,66,68,73,7,High,Medium,900000.0,1856,389,65.0,68,63,333,63
220943,K. Vassell,27,65,66,66,1,High,Medium,625000.0,1600,358,56.0,68,80,338,59
220944,J. Wildsmith,24,65,65,73,8,Medium,Medium,625000.0,1141,367,47.0,33,76,228,49
220948,S. Sydorchuk,29,75,75,75,0,High,High,5500000.0,1833,407,76.0,78,73,349,75
220964,M. Konradsen,24,63,66,70,7,Medium,Medium,500000.0,1782,378,58.0,70,58,313,58
220965,A. Tahiri,25,66,69,68,2,Medium,Medium,775000.0,1648,350,64.0,71,34,268,59
220968,A. El Messaoudi,24,69,70,74,5,Medium,Medium,1300000.0,1844,404,67.0,74,82,374,65
220969,N. Eliasson,24,72,73,77,5,Medium,Medium,4200000.0,1722,373,60.0,69,49,292,66
220971,N. Keïta,25,81,83,85,4,High,Medium,22500000.0,2078,438,81.0,79,57,337,81
220985,J. Brattberg,23,60,60,65,5,Medium,Medium,210000.0,1033,336,21.0,30,75,199,50
220995,O. Okungbowa,26,62,66,65,3,Medium,Medium,350000.0,1680,361,61.0,69,78,322,60
220997,M. Diallo,25,58,60,61,3,Medium,Medium,160000.0,1440,312,47.0,53,58,278,56
221000,B. Ndiaye,29,72,74,72,0,High,High,3000000.0,2083,449,78.0,86,77,388,72
221001,U. Saltnes,27,70,71,71,1,High,High,2000000.0,1911,409,71.0,89,72,361,69
221014,Carlos Fernández,24,76,78,83,7,Medium,Medium,11000000.0,1779,385,67.0,65,73,365,74
221016,N. Vukčević,28,75,76,75,0,Medium,High,6500000.0,1959,407,70.0,72,75,366,78
221022,N. Komlichenko,25,73,75,77,4,Medium,Low,0.0,1822,397,68.0,69,88,357,73
221024,A. Sørensen,24,69,71,75,6,Medium,Medium,1300000.0,1638,353,66.0,60,77,290,69
221025,Jaime,25,62,64,67,5,Medium,High,350000.0,1478,308,56.0,62,71,297,60
221053,E. Gómez,26,74,74,77,3,Medium,Medium,6000000.0,1892,412,63.0,81,71,316,69
221087,Pau López,25,83,83,88,5,Medium,Medium,25500000.0,1364,459,62.0,42,52,242,74
221095,Dani Romera,24,67,69,71,4,Medium,Medium,1000000.0,1731,365,63.0,56,64,333,64
221120,R. Vloet,25,65,68,68,3,Medium,Medium,675000.0,1757,363,63.0,73,68,339,65
221125,S. Driussi,21,76,76,83,7,High,High,11000000.0,1837,395,66.0,80,72,368,74
221130,Y. Cardinale,26,68,68,70,2,Medium,Medium,775000.0,1218,388,52.0,33,74,232,60
221141,A. Bakayoko,24,62,64,68,6,Medium,High,425000.0,1653,372,51.0,87,82,343,49
221144,Alain Oyarzun,25,68,69,69,1,High,Medium,1100000.0,1793,377,66.0,49,57,309,62
221149,H. Kyprianou,23,61,63,67,6,High,Medium,300000.0,1615,344,53.0,64,70,283,56
221167,C. Dummigan,24,62,62,68,6,High,Medium,375000.0,1530,337,50.0,73,61,278,54
221168,D. Kownacki,23,71,73,78,7,Medium,Medium,3400000.0,1750,375,71.0,72,73,350,70
221174,M. Oršić,27,76,77,76,0,High,High,8000000.0,2055,435,77.0,77,57,355,74
221197,F. Onyedinma,23,67,68,73,6,Medium,Medium,1000000.0,1727,386,65.0,69,72,329,58
221201,T. Leibold,26,76,76,77,1,High,Medium,8000000.0,2041,430,69.0,78,65,341,73
221202,M. Barnes,22,60,61,67,7,Medium,Medium,300000.0,1460,309,49.0,61,63,300,57
221219,G. Conti,26,72,74,77,5,Low,Medium,3700000.0,1592,347,72.0,64,81,293,70
221220,J. Quintero,23,69,68,77,8,Low,Medium,1300000.0,1431,318,57.0,55,84,269,62
221234,S. Ling B,23,59,59,67,8,High,Medium,200000.0,1503,326,49.0,66,57,283,52
221239,J. Sánchez,27,65,66,66,1,Medium,Medium,600000.0,1777,368,56.0,86,30,310,58
221250,G. Poblete,27,72,73,75,3,Low,High,3400000.0,1829,396,66.0,84,64,337,66
221264,R. Al Ghamdi,26,62,64,65,3,Medium,Low,375000.0,1601,351,53.0,64,63,314,53
221269,J. Riedewald,23,71,73,74,3,Medium,Medium,2700000.0,1797,388,62.0,61,69,315,66
221277,D. Trichard,25,61,62,66,5,High,Medium,300000.0,1690,353,55.0,70,56,292,58
221279,L. Kelly,24,66,69,69,3,Medium,Medium,800000.0,1828,363,63.0,65,29,280,65
221280,A. Kuhl,19,61,61,74,13,Medium,High,350000.0,1630,343,61.0,68,59,289,61
221281,D. Hyam,24,66,68,73,7,Medium,Medium,825000.0,1510,324,65.0,63,72,278,61
221282,J. Stacey,24,73,73,78,5,High,Medium,4700000.0,1864,405,65.0,80,66,327,67
221283,A. Nouri,20,75,74,75,0,Medium,Medium,7500000.0,1784,368,76.0,64,33,278,67
221284,J. Gradit,27,71,73,74,3,Medium,High,2600000.0,1677,366,65.0,89,77,331,66
221306,M. Barrios,29,75,75,75,0,High,Low,6500000.0,1876,397,70.0,77,34,307,70
221310,A. Roa,27,74,74,74,0,High,Medium,6000000.0,1905,404,71.0,68,58,331,67
221311,J. Arango,29,72,73,72,0,High,Medium,3000000.0,1817,395,68.0,60,74,333,59
221312,A. Pérez,25,70,71,75,5,Medium,Medium,2100000.0,1636,356,62.0,66,77,299,67
221322,E. O'Connell,24,65,67,71,6,High,Medium,675000.0,1564,338,68.0,65,76,319,55
221323,J. Onguéné,22,72,74,80,8,Medium,Medium,4200000.0,1601,349,58.0,72,74,304,68
221327,D. Maatsen,19,57,57,65,8,Medium,Medium,90000.0,1359,296,61.0,55,67,262,56
221332,G. Guerrieri,24,62,62,69,7,Medium,Medium,325000.0,1071,349,51.0,22,67,201,61
221342,Pablo Maffeo B,22,74,74,81,7,Medium,Medium,7000000.0,1871,414,62.0,66,64,299,63
221346,M. Samuelsen,23,62,66,70,8,Medium,Medium,450000.0,1547,340,60.0,55,59,268,57
221349,J. Nuttall,23,61,63,69,8,Low,Low,375000.0,1548,334,49.0,71,74,327,56
221350,T. Ambrose,23,68,70,76,8,High,Medium,1300000.0,1703,370,58.0,69,76,365,58
221354,M. Veljković,24,73,75,77,4,Medium,Medium,4700000.0,1638,350,73.0,67,76,302,74
221355,N. Thomas,24,64,65,66,2,High,Medium,550000.0,1680,364,55.0,67,63,337,54
221358,J. Rossiter,23,66,67,76,10,Medium,Medium,950000.0,1683,359,58.0,68,69,311,58
221360,C. Espinosa,36,66,66,66,0,Medium,Low,220000.0,1540,306,61.0,30,46,236,58
221363,D. van de Beek,23,83,85,87,4,High,Medium,33000000.0,2171,458,85.0,92,76,402,85
221367,D. Milošević,25,72,73,75,3,High,Medium,3900000.0,1773,378,67.0,74,62,340,70
221370,M. Al Buraik,27,73,73,73,0,High,Medium,3600000.0,1941,420,65.0,89,68,351,66
221376,A. Puljić,32,67,67,67,0,Medium,Medium,500000.0,1528,320,73.0,67,76,325,61
221397,Dani Molina,23,64,67,73,9,Medium,Low,650000.0,1717,343,62.0,34,32,253,58
221398,J. Araya,23,63,64,70,7,Medium,Medium,500000.0,1703,359,55.0,70,64,325,59
221403,Fabiano B,28,71,71,71,0,Medium,Medium,2100000.0,1815,385,73.0,74,80,344,71
221422,S. Ingason,26,73,75,75,2,Low,Medium,4300000.0,1741,367,70.0,68,77,346,73
221430,U. Đurđević,26,69,71,72,3,High,Medium,1300000.0,1741,374,68.0,74,77,357,67
221433,O. Govea,24,70,72,75,5,Medium,High,2300000.0,1945,397,68.0,67,62,339,66
221445,Wu Lei,28,78,78,78,0,Medium,Medium,10500000.0,1941,410,71.0,72,63,361,79
221452,Nano Mesa,25,69,71,74,5,High,High,1400000.0,1766,375,65.0,71,72,358,68
221456,R. Burke,23,69,71,75,6,Medium,Medium,1300000.0,1573,352,60.0,65,72,299,67
221459,L. Villagra,29,65,65,65,0,High,Low,550000.0,1644,346,55.0,61,78,343,66
221463,E. Hernández,33,65,65,65,0,Medium,Medium,300000.0,1099,368,53.0,24,53,190,58
221467,Lee Chang Min,25,70,71,73,3,High,Medium,2200000.0,1825,386,66.0,83,62,368,68
221473,F. Arancibia,22,68,70,77,9,High,High,1400000.0,1608,352,58.0,53,36,223,67
221479,D. Calvert-Lewin,23,79,81,84,5,High,Medium,17000000.0,1934,415,71.0,79,81,394,79
221486,D. O'Shaughnessy,25,63,65,68,5,Low,Medium,450000.0,1435,306,53.0,67,77,297,55
221488,R. Hollingshead,29,70,70,70,0,High,High,1500000.0,1903,397,67.0,76,73,367,69
221489,J. Flores,22,67,68,75,8,High,Medium,1100000.0,1603,337,58.0,64,37,278,62
221491,N. Elvedi,23,78,80,84,6,Medium,Medium,13000000.0,1785,395,65.0,75,79,301,77
221499,D. Gardner,30,61,62,61,0,High,Medium,230000.0,1716,368,63.0,67,66,324,61
221511,E. Markkanen,27,65,65,65,0,Medium,Medium,0.0,1547,339,56.0,67,91,350,58
221518,T. Väyrynen,27,61,62,62,1,Medium,Medium,300000.0,1487,312,56.0,52,85,318,60
221521,R. Dekker,24,67,68,71,4,Medium,High,900000.0,1784,373,69.0,74,57,311,63
221525,S. Nelson,24,62,64,67,5,Low,Medium,375000.0,1384,296,49.0,63,70,257,56
221528,N. Konstandopoulos,24,59,62,62,3,Medium,Medium,190000.0,1612,350,58.0,74,60,278,52
221531,M. Maroši,26,67,67,71,4,Medium,Medium,725000.0,1175,375,64.0,27,67,214,64
221534,G. O'Neill,25,63,64,68,5,Medium,Medium,450000.0,1721,360,72.0,72,69,318,59
221536,C. Telfer,19,62,62,76,14,Medium,Medium,575000.0,1695,370,61.0,70,56,315,40
221538,W. Nightingale,24,62,64,69,7,Medium,Medium,375000.0,1526,329,53.0,65,73,293,55
221540,Raúl,30,76,76,76,0,Medium,High,6000000.0,1790,377,75.0,71,84,361,73
221551,E. Mammana,21,77,77,88,11,Medium,High,13500000.0,1890,409,82.0,76,72,332,77
221552,S. Nilsen,28,69,69,69,0,Medium,High,925000.0,1794,376,66.0,79,77,341,70
221553,V. Kjartansson,30,71,71,71,0,High,Medium,2300000.0,1680,353,71.0,77,72,349,76
221556,O. Mfulu,26,65,69,67,2,Medium,High,650000.0,1749,372,62.0,78,78,337,59
221558,B. Angulo,24,65,65,67,2,Medium,Low,675000.0,1690,354,59.0,70,39,313,60
221564,N. Leiva,23,69,70,75,6,Medium,Medium,1400000.0,1694,357,67.0,65,38,294,57
221567,Sim Sang Min,27,66,67,67,1,Medium,Medium,650000.0,1713,375,60.0,72,69,299,66
221584,J. Rinne,27,73,73,76,3,Medium,Medium,3500000.0,1198,408,66.0,28,63,216,69
221587,J. Lolley,27,75,75,75,0,High,Medium,7000000.0,1930,407,66.0,82,48,336,72
221600,M. Clarke,23,71,73,79,8,High,Medium,3200000.0,1658,358,74.0,73,86,322,64
221605,A. Jeremejeff,26,67,69,69,2,Medium,Low,925000.0,1516,341,69.0,64,88,303,67
221610,D. Dibusz,29,73,73,73,0,Medium,Medium,0.0,989,386,65.0,19,36,159,67
221611,Juan Delgado,24,63,62,67,4,Medium,Medium,500000.0,1528,319,52.0,50,59,307,54
221618,L. Mousset,24,74,76,78,4,Medium,Medium,7500000.0,1735,377,62.0,68,77,361,72
221619,V. Cabrera,27,69,70,70,1,Medium,High,1100000.0,1623,361,51.0,61,71,279,55
221621,S. Birnbaum,29,70,71,71,1,Low,High,1700000.0,1493,315,70.0,82,80,311,70
