age,ova,bov,pot,growth,value,total_stats,base_stats,composure,stamina,strength,power,reactions
25,66,66,67,1,775000.0,1792,378,69.0,76,66,327,58
26,71,73,75,4,2700000.0,1652,349,59.0,67,86,346,71
31,72,72,72,0,2700000.0,1944,407,75.0,82,73,372,73
26,68,71,71,3,1100000.0,1821,385,68.0,67,64,332,68
25,75,75,81,6,7000000.0,1289,424,61.0,37,73,248,66
27,77,79,80,3,9500000.0,1563,349,75.0,77,91,307,76
24,67,70,73,6,1000000.0,1899,403,69.0,79,62,344,66
25,65,65,69,4,525000.0,1095,352,28.0,29,78,215,63
34,69,69,69,0,375000.0,1732,375,65.0,88,82,370,63
24,69,71,75,6,1300000.0,1665,358,55.0,71,74,329,68
27,77,78,80,3,9500000.0,2003,424,80.0,78,71,365,72
24,61,64,65,4,325000.0,1780,376,63.0,71,69,325,62
20,52,52,61,9,50000.0,1362,297,61.0,62,58,249,40
25,74,74,77,3,0.0,1944,411,72.0,86,59,342,69
27,74,75,74,0,6000000.0,1799,384,72.0,54,52,323,69
28,70,70,70,0,1500000.0,1705,380,55.0,90,80,325,60
25,64,64,67,3,500000.0,1693,375,63.0,72,67,308,62
28,65,65,65,0,475000.0,1620,346,60.0,76,61,306,63
24,66,68,73,7,900000.0,1834,387,62.0,84,59,328,63
28,68,70,70,2,900000.0,1532,337,57.0,60,91,290,68
26,74,75,75,1,6500000.0,1883,395,74.0,73,71,374,78
23,67,69,74,7,975000.0,1551,334,49.0,51,87,288,63
25,72,73,77,5,3600000.0,1822,385,70.0,88,35,299,64
24,71,73,76,5,3200000.0,1632,347,68.0,63,78,344,70
32,71,74,71,0,1800000.0,1934,409,57.0,87,94,409,76
32,65,65,65,0,350000.0,1372,302,60.0,60,77,268,53
24,59,61,64,5,190000.0,1583,343,55.0,74,72,286,54
25,66,67,68,2,675000.0,1592,348,63.0,84,74,278,63
27,67,69,69,2,800000.0,1780,378,61.0,81,76,369,66
28,71,71,71,0,2400000.0,1591,343,70.0,63,90,325,74
25,63,64,66,3,425000.0,1472,302,55.0,59,65,272,59
25,71,73,76,5,3100000.0,1919,401,72.0,73,60,340,70
27,63,67,64,1,425000.0,1763,372,55.0,38,64,316,64
27,74,74,77,3,4900000.0,1163,403,41.0,40,60,235,72
27,68,67,68,0,950000.0,1762,390,50.0,64,68,310,58
28,72,72,72,0,3100000.0,1817,389,71.0,72,59,339,68
24,74,76,80,6,8000000.0,1737,378,69.0,71,72,355,68
26,69,71,72,3,1200000.0,1721,374,63.0,85,75,320,68
28,63,63,63,0,375000.0,1514,332,65.0,65,91,311,56
24,62,64,69,7,375000.0,1665,355,58.0,69,76,325,58
25,69,70,70,1,1200000.0,1773,385,69.0,69,62,321,62
25,64,66,67,3,575000.0,1597,352,61.0,65,71,342,53
26,75,77,78,3,8000000.0,2041,426,70.0,74,72,373,72
28,75,77,75,0,6500000.0,1978,427,73.0,79,75,377,75
26,78,80,82,4,12000000.0,1792,385,67.0,71,83,311,76
28,69,71,71,2,1100000.0,1481,321,59.0,76,90,310,58
24,67,67,73,6,800000.0,1112,370,61.0,32,66,218,68
24,73,75,79,6,4900000.0,1738,373,56.0,83,77,334,64
24,71,72,74,3,0.0,1421,316,66.0,51,78,278,68
26,69,70,74,5,1200000.0,1798,372,61.0,81,56,323,70
24,68,69,71,3,1100000.0,1741,380,64.0,82,50,330,55
25,68,69,73,5,1000000.0,1844,397,57.0,70,56,321,57
27,71,72,74,3,2600000.0,1811,386,63.0,88,74,366,67
26,70,70,71,1,1800000.0,1874,400,71.0,79,49,324,63
25,69,69,75,6,1100000.0,1267,400,43.0,44,70,247,60
31,69,69,69,0,950000.0,1687,362,63.0,81,78,363,68
24,63,63,67,4,350000.0,1095,348,27.0,19,61,202,61
27,72,72,72,0,3300000.0,1850,387,68.0,54,50,293,70
25,69,72,70,1,1200000.0,1812,394,68.0,78,65,321,66
24,66,68,71,5,775000.0,1733,369,60.0,67,68,302,64
24,65,65,68,3,675000.0,1641,362,68.0,62,75,337,59
26,67,69,71,4,875000.0,1465,318,64.0,58,83,262,57
26,78,78,80,2,11000000.0,2069,439,72.0,80,72,376,75
25,80,82,83,3,18500000.0,2185,458,74.0,77,75,398,82
25,67,68,70,3,950000.0,1733,384,57.0,65,60,304,62
24,71,72,74,3,3000000.0,1713,357,64.0,68,42,323,73
29,69,70,70,1,1000000.0,1605,352,52.0,68,73,300,64
27,83,84,85,2,27000000.0,1935,419,75.0,74,86,372,82
26,64,66,66,2,475000.0,1399,301,45.0,63,75,262,59
26,64,66,66,2,525000.0,1745,372,62.0,80,64,341,58
24,64,64,68,4,425000.0,999,348,22.0,22,45,163,58
25,71,71,76,5,2800000.0,1767,375,55.0,62,67,321,70
26,74,74,75,1,6000000.0,1881,387,70.0,69,65,345,68
24,67,66,70,3,675000.0,1068,367,67.0,39,50,182,64
25,75,75,76,1,8000000.0,1962,430,70.0,83,82,390,73
30,73,73,73,0,3800000.0,1890,407,68.0,73,81,365,64
27,67,67,67,0,825000.0,1638,332,66.0,65,76,351,67
25,75,76,78,3,8500000.0,1852,399,70.0,62,60,316,72
26,76,78,79,3,9500000.0,1709,370,74.0,76,89,381,72
25,71,71,75,4,2300000.0,1141,388,31.0,30,64,220,72
26,72,72,72,0,0.0,1794,390,60.0,67,66,343,69
27,69,69,69,0,925000.0,1780,387,60.0,75,66,342,50
25,73,73,75,2,3500000.0,1214,398,33.0,44,73,233,67
28,65,65,65,0,550000.0,1687,363,60.0,80,63,308,55
28,72,74,74,2,3100000.0,1785,381,65.0,65,72,340,68
26,66,66,66,0,700000.0,1714,375,65.0,75,79,374,60
30,72,72,72,0,2500000.0,1699,372,56.0,74,75,322,69
28,79,79,79,0,11000000.0,2017,433,71.0,89,69,375,74
25,79,80,82,3,14500000.0,1953,422,67.0,91,67,365,73
24,73,73,77,4,3900000.0,1187,414,37.0,25,67,215,66
24,63,63,69,6,375000.0,1075,357,48.0,40,60,221,55
26,64,66,69,5,525000.0,1496,308,54.0,63,72,290,58
26,72,74,74,2,3800000.0,1824,396,76.0,67,81,379,70
25,69,71,74,5,1200000.0,1819,402,64.0,76,88,350,66
29,65,65,65,0,550000.0,1508,331,67.0,56,88,316,65
29,70,70,70,0,1700000.0,1666,352,73.0,69,55,293,68
25,79,80,81,2,14000000.0,1908,416,77.0,78,87,362,75
24,68,70,72,4,1200000.0,1669,352,55.0,70,45,317,65
25,76,76,78,2,8000000.0,2041,436,72.0,90,80,397,71
18,56,56,72,16,180000.0,1425,310,61.0,62,56,236,50
32,74,74,74,0,4400000.0,1858,388,64.0,57,38,311,70
26,68,68,73,5,875000.0,1124,374,47.0,38,68,229,66
26,73,75,77,4,4600000.0,1780,395,73.0,77,73,333,74
25,71,73,76,5,2800000.0,1747,372,66.0,61,66,291,63
26,70,72,75,5,2100000.0,1651,352,68.0,64,67,306,70
28,70,71,71,1,1700000.0,1583,345,66.0,70,86,313,66
27,76,77,77,1,9000000.0,1830,391,73.0,76,86,390,73
22,69,68,76,7,1300000.0,1804,368,65.0,67,40,303,70
26,69,70,72,3,1100000.0,1852,399,68.0,66,61,311,65
27,75,75,75,0,7000000.0,1848,389,71.0,70,33,305,71
18,56,56,69,13,170000.0,1437,317,61.0,57,51,259,53
22,60,59,65,5,275000.0,1607,336,55.0,59,63,296,59
26,72,72,73,1,3700000.0,1835,387,70.0,82,65,344,71
30,74,74,74,0,4600000.0,1491,324,71.0,55,84,278,68
27,72,72,73,1,3100000.0,1827,387,57.0,77,66,313,68
27,66,66,66,0,675000.0,1607,348,67.0,64,83,356,62
24,74,76,81,7,8000000.0,1839,385,75.0,65,71,351,73
23,69,69,75,6,1100000.0,1050,371,25.0,28,55,206,61
26,68,68,70,2,775000.0,1263,365,21.0,32,78,237,69
27,73,73,73,0,4200000.0,1882,423,71.0,85,68,357,66
24,65,67,69,4,725000.0,1649,348,66.0,63,60,313,63
24,65,67,69,4,625000.0,1596,352,53.0,71,82,338,57
24,68,70,75,7,1200000.0,1826,385,73.0,78,72,339,63
28,75,75,75,0,6500000.0,1898,407,70.0,80,62,339,74
23,64,65,70,6,550000.0,1489,330,59.0,69,67,251,57
25,68,69,71,3,975000.0,1742,384,50.0,78,72,301,55
24,66,66,71,5,650000.0,1020,359,49.0,33,42,177,59
25,66,67,70,4,750000.0,1730,374,54.0,83,62,307,66
24,68,70,70,2,1100000.0,1775,379,60.0,69,59,319,60
28,80,80,80,0,13000000.0,2062,443,81.0,83,72,385,83
27,71,72,72,1,2800000.0,1759,374,72.0,73,83,339,70
24,68,69,74,6,1200000.0,1614,345,73.0,55,54,313,64
26,79,80,80,1,15000000.0,2012,436,75.0,78,81,388,76
24,66,67,72,6,875000.0,1571,351,58.0,67,50,278,57
26,62,64,65,3,325000.0,1508,322,51.0,65,70,291,59
25,67,67,72,5,900000.0,1703,380,58.0,83,70,307,58
25,69,71,73,4,1400000.0,1746,364,64.0,65,51,320,63
24,75,76,79,4,9000000.0,1734,371,68.0,69,79,361,75
24,64,66,68,4,525000.0,1502,339,60.0,70,82,301,55
24,63,65,69,6,525000.0,1643,355,59.0,66,60,303,61
25,60,61,65,5,240000.0,1527,330,49.0,65,69,277,57
23,69,69,76,7,1500000.0,1659,360,55.0,63,44,279,63
24,72,72,79,7,3300000.0,1250,400,61.0,40,65,236,68
25,62,64,66,4,350000.0,1440,317,56.0,68,75,281,56
25,71,71,76,5,2300000.0,1146,388,46.0,38,58,212,68
26,72,72,72,0,2900000.0,1444,319,65.0,47,75,275,66
25,71,74,76,5,3100000.0,1829,385,65.0,68,36,269,68
24,63,65,68,5,500000.0,1560,334,58.0,61,75,322,61
26,64,64,64,0,475000.0,1632,344,57.0,61,47,307,52
24,62,64,69,7,425000.0,1484,317,62.0,57,82,332,56
25,71,73,76,5,2800000.0,1953,422,67.0,79,79,371,66
24,76,77,83,7,11000000.0,1866,388,71.0,70,64,363,74
28,71,72,72,1,2400000.0,1802,396,57.0,81,82,379,69
26,78,79,79,1,12000000.0,2035,448,72.0,86,70,360,77
26,67,67,68,1,900000.0,1739,363,68.0,50,63,293,64
24,65,66,69,4,625000.0,1657,352,62.0,68,56,282,62
26,68,70,71,3,1000000.0,1522,331,66.0,71,72,298,62
31,71,71,71,0,2100000.0,1795,380,76.0,70,70,344,70
28,74,74,74,0,6000000.0,1661,355,74.0,44,88,344,73
28,79,79,79,0,11000000.0,1828,390,67.0,79,71,319,76
24,67,69,72,5,1000000.0,1842,390,63.0,86,60,350,60
24,65,67,72,7,675000.0,1505,335,55.0,81,72,280,61
25,67,66,70,3,950000.0,1733,371,65.0,56,59,286,65
25,71,73,74,3,3000000.0,1690,377,57.0,59,82,358,63
27,71,72,71,0,2500000.0,1795,390,55.0,55,58,314,63
28,72,72,72,0,3100000.0,1795,397,66.0,74,57,307,72
25,70,71,72,2,2200000.0,1581,342,60.0,63,88,364,66
25,72,74,74,2,3900000.0,1690,352,68.0,64,76,355,74
32,69,70,69,0,0.0,1716,363,55.0,67,51,298,67
24,72,72,77,5,3700000.0,1815,400,63.0,80,68,340,64
23,69,70,77,8,1400000.0,1918,415,68.0,81,78,384,61
25,79,81,83,4,14500000.0,1842,407,79.0,79,81,327,79
21,68,68,75,7,1300000.0,1662,356,67.0,74,53,325,67
23,67,68,72,5,1000000.0,1591,360,55.0,64,57,275,59
22,59,60,68,9,240000.0,1388,311,47.0,53,68,282,47
24,60,62,66,6,275000.0,1565,334,56.0,71,47,303,53
26,65,67,69,4,625000.0,1432,313,47.0,56,90,305,57
22,76,78,83,7,11000000.0,1931,408,78.0,69,62,337,72
23,63,65,73,10,550000.0,1666,360,51.0,65,74,319,57
23,72,74,79,7,4400000.0,1748,373,68.0,64,60,314,67
31,67,67,67,0,0.0,1697,357,65.0,65,60,337,63
27,74,74,74,0,5000000.0,1895,407,59.0,73,74,340,67
22,54,53,60,6,80000.0,1233,259,43.0,42,74,255,40
24,67,69,73,6,950000.0,1400,307,70.0,62,83,268,59
27,72,72,73,1,3200000.0,1968,404,73.0,76,73,357,68
30,69,69,69,0,0.0,1562,338,66.0,72,76,296,62
24,79,81,84,5,17000000.0,1969,416,80.0,73,66,356,78
27,63,64,64,1,425000.0,1541,328,55.0,55,77,321,61
25,75,77,78,3,8500000.0,1723,368,68.0,72,90,387,69
30,72,72,72,0,3000000.0,1912,405,60.0,76,76,387,72
24,69,70,74,5,1300000.0,1637,359,71.0,68,71,302,58
26,60,62,63,3,250000.0,1597,347,55.0,64,62,316,65
30,68,68,68,0,600000.0,1125,374,45.0,33,80,234,67
21,60,62,71,11,350000.0,1551,340,55.0,38,48,276,58
27,75,75,75,0,7000000.0,1968,414,69.0,84,68,362,73
26,75,76,78,3,7500000.0,1846,405,70.0,77,85,349,71
27,71,71,72,1,2400000.0,1919,411,62.0,91,71,357,60
27,69,70,70,1,1200000.0,1652,348,72.0,65,81,355,68
26,59,61,62,3,170000.0,1512,320,56.0,48,74,283,51
24,70,71,73,3,2300000.0,1909,421,56.0,66,75,332,50
24,67,67,73,6,800000.0,1184,364,42.0,45,51,225,67
24,70,70,77,7,2200000.0,1733,381,54.0,72,58,316,64
26,66,68,69,3,725000.0,1446,315,55.0,54,74,278,58
23,68,69,74,6,1200000.0,1692,369,59.0,60,68,311,63
31,83,83,83,0,16500000.0,1346,454,59.0,40,60,253,77
27,77,77,78,1,9000000.0,2001,423,65.0,78,75,374,74
26,77,78,80,3,9500000.0,1999,439,74.0,84,72,340,75
28,63,63,63,0,375000.0,1660,355,55.0,68,43,296,55
29,69,69,69,0,875000.0,1650,362,67.0,66,92,318,68
25,85,86,89,4,44500000.0,1930,419,82.0,75,83,347,84
24,58,60,64,6,170000.0,1644,348,62.0,59,70,307,54
24,71,73,73,2,2900000.0,1942,411,66.0,70,58,332,68
25,73,75,77,4,5000000.0,1914,403,66.0,64,59,316,72
26,78,80,83,5,12000000.0,1617,357,74.0,61,77,272,74
26,67,69,70,3,925000.0,1804,379,67.0,84,61,337,67
28,68,70,70,2,900000.0,1451,322,58.0,62,76,278,58
26,67,68,68,1,900000.0,1612,356,62.0,69,69,317,59
25,72,73,76,4,3500000.0,1748,378,66.0,70,65,296,69
25,75,78,80,5,9000000.0,1902,409,68.0,66,57,308,76
25,70,70,75,5,2100000.0,1542,336,63.0,75,48,250,65
26,72,72,72,0,3300000.0,1764,380,70.0,60,39,257,68
25,69,71,73,4,1200000.0,1760,368,59.0,74,76,364,65
25,78,80,80,2,11500000.0,1748,382,78.0,67,88,345,74
23,72,75,78,6,4300000.0,1888,394,59.0,68,66,353,74
24,68,70,73,5,1200000.0,1852,388,68.0,69,56,322,62
25,63,65,67,4,425000.0,1497,309,53.0,71,72,281,58
24,64,64,72,8,500000.0,1078,358,44.0,21,58,201,62
23,71,73,79,8,3200000.0,1745,365,62.0,64,70,343,70
26,63,63,63,0,0.0,1623,358,46.0,64,71,281,55
28,64,64,66,2,400000.0,1122,367,33.0,30,56,201,50
29,64,64,64,0,450000.0,1558,339,54.0,71,70,324,57
23,69,70,74,5,1400000.0,1824,390,63.0,70,61,313,60
24,77,79,83,6,11000000.0,1589,346,62.0,69,77,274,79
25,59,61,65,6,190000.0,1246,272,53.0,66,79,250,49
27,62,62,62,0,325000.0,1586,334,51.0,54,49,279,58
27,61,62,62,1,300000.0,1568,348,56.0,69,80,324,57
26,66,66,67,1,650000.0,1802,364,67.0,74,43,312,68
29,78,78,79,1,8500000.0,1349,445,56.0,40,68,249,72
24,64,69,71,7,650000.0,1698,365,71.0,64,50,280,63
24,72,74,76,4,4000000.0,1965,409,68.0,71,72,327,75
25,71,72,74,3,2600000.0,1805,395,63.0,71,60,301,67
24,77,78,80,3,11500000.0,1863,393,74.0,68,47,314,73
25,69,69,75,6,1100000.0,1257,406,14.0,44,74,249,63
24,75,76,79,4,8500000.0,1794,395,60.0,66,56,321,70
24,62,64,66,4,400000.0,1770,362,63.0,80,56,326,55
26,67,68,70,3,825000.0,1682,360,60.0,75,57,294,66
28,70,70,71,1,1800000.0,1674,362,63.0,75,79,344,70
25,70,71,73,3,2200000.0,1770,383,70.0,73,68,335,66
23,80,81,85,5,17500000.0,2152,447,69.0,87,62,369,78
23,60,62,66,6,275000.0,1560,329,61.0,67,41,276,53
23,61,63,65,4,300000.0,1650,357,58.0,65,66,291,55
25,74,75,79,5,6500000.0,1978,424,70.0,77,67,362,70
24,72,74,78,6,4200000.0,1967,418,69.0,89,66,389,72
23,65,66,72,7,750000.0,1692,381,62.0,83,70,313,58
25,67,69,70,3,850000.0,1535,332,54.0,70,85,306,64
24,65,67,72,7,775000.0,1705,366,54.0,72,66,339,62
23,65,66,69,4,700000.0,1649,353,56.0,69,56,305,57
24,73,74,78,5,4900000.0,1968,413,66.0,75,80,369,68
23,67,69,75,8,1100000.0,1728,364,73.0,83,44,308,74
26,71,73,74,3,3000000.0,1836,382,74.0,69,75,355,73
25,66,68,69,3,725000.0,1708,364,56.0,76,72,329,72
23,81,83,85,4,23000000.0,2071,429,82.0,75,49,341,75
32,65,65,65,0,350000.0,1698,355,65.0,66,64,312,64
26,75,75,78,3,7000000.0,1924,408,72.0,76,75,346,69
24,68,69,71,3,1100000.0,1664,359,62.0,64,69,329,65
23,77,78,83,6,12000000.0,1957,408,75.0,72,54,336,76
28,64,64,64,0,400000.0,1615,357,54.0,77,71,295,48
24,75,80,81,6,9000000.0,2025,429,74.0,86,82,383,80
23,74,76,80,6,8000000.0,1837,392,70.0,74,74,368,73
26,70,72,72,2,2200000.0,1561,321,69.0,61,93,350,74
26,70,73,73,3,2200000.0,1788,373,61.0,70,30,287,64
23,73,76,77,4,5000000.0,1896,398,80.0,49,44,289,67
27,67,69,69,2,800000.0,1410,301,58.0,67,80,285,68
25,75,77,77,2,8000000.0,1962,417,72.0,71,60,346,74
26,64,67,65,1,525000.0,1725,360,62.0,66,74,344,62
22,59,60,67,8,200000.0,1477,322,50.0,67,68,280,55
24,62,63,66,4,0.0,1727,365,54.0,77,67,327,60
24,74,75,79,5,7000000.0,1925,408,68.0,85,77,372,71
26,72,72,72,0,3400000.0,1668,359,68.0,72,79,363,68
24,81,83,84,3,20000000.0,1790,403,75.0,73,83,341,78
26,67,67,68,1,900000.0,1715,365,58.0,53,48,294,62
24,82,85,87,5,26500000.0,2006,434,76.0,75,77,350,85
25,69,72,74,5,1400000.0,1840,402,60.0,62,70,333,63
27,59,59,63,4,140000.0,1120,332,33.0,31,72,227,56
28,69,69,69,0,925000.0,1613,343,58.0,67,83,342,74
28,71,71,71,0,2400000.0,1711,365,68.0,76,83,378,71
24,70,74,76,6,2400000.0,1875,406,71.0,82,75,337,66
24,82,84,86,4,29000000.0,2023,427,82.0,76,61,364,78
26,68,68,69,1,925000.0,1791,394,55.0,72,64,323,59
25,74,76,78,4,7000000.0,1977,423,76.0,78,63,338,68
28,70,70,70,0,1800000.0,1761,378,64.0,83,83,382,66
23,64,65,71,7,625000.0,1646,358,60.0,67,65,286,61
23,69,70,75,6,1400000.0,1758,370,64.0,60,44,322,63
25,66,68,71,5,775000.0,1570,347,54.0,69,76,307,65
24,66,68,71,5,875000.0,1713,367,63.0,67,72,340,65
24,78,80,83,5,14000000.0,2082,437,81.0,90,70,393,79
25,66,68,71,5,775000.0,1652,357,63.0,71,76,315,63
23,61,62,68,7,350000.0,1347,292,54.0,56,64,279,58
23,63,66,72,9,575000.0,1705,361,63.0,70,57,320,56
26,67,69,70,3,925000.0,1875,389,64.0,78,58,323,68
24,74,74,79,5,5500000.0,1218,409,46.0,29,42,185,72
26,74,75,78,4,6500000.0,1873,414,74.0,60,80,338,69
20,64,64,72,8,675000.0,1715,371,55.0,41,78,320,58
22,64,67,72,8,650000.0,1711,362,60.0,66,53,314,64
24,69,71,75,6,1500000.0,1715,364,64.0,69,66,333,71
26,72,75,75,3,3500000.0,1687,371,66.0,81,88,337,66
27,67,68,68,1,900000.0,1605,347,68.0,71,85,351,63
26,72,75,74,2,3700000.0,1962,418,71.0,91,65,356,72
30,75,75,75,0,4500000.0,1085,387,58.0,31,73,217,71
27,70,70,70,0,1900000.0,1742,366,72.0,74,60,334,69
24,66,68,73,7,900000.0,1856,389,65.0,68,63,333,63
27,65,66,66,1,625000.0,1600,358,56.0,68,80,338,59
24,65,65,73,8,625000.0,1141,367,47.0,33,76,228,49
29,75,75,75,0,5500000.0,1833,407,76.0,78,73,349,75
24,63,66,70,7,500000.0,1782,378,58.0,70,58,313,58
25,66,69,68,2,775000.0,1648,350,64.0,71,34,268,59
24,69,70,74,5,1300000.0,1844,404,67.0,74,82,374,65
24,72,73,77,5,4200000.0,1722,373,60.0,69,49,292,66
25,81,83,85,4,22500000.0,2078,438,81.0,79,57,337,81
23,60,60,65,5,210000.0,1033,336,21.0,30,75,199,50
26,62,66,65,3,350000.0,1680,361,61.0,69,78,322,60
25,58,60,61,3,160000.0,1440,312,47.0,53,58,278,56
29,72,74,72,0,3000000.0,2083,449,78.0,86,77,388,72
27,70,71,71,1,2000000.0,1911,409,71.0,89,72,361,69
24,76,78,83,7,11000000.0,1779,385,67.0,65,73,365,74
28,75,76,75,0,6500000.0,1959,407,70.0,72,75,366,78
25,73,75,77,4,0.0,1822,397,68.0,69,88,357,73
24,69,71,75,6,1300000.0,1638,353,66.0,60,77,290,69
25,62,64,67,5,350000.0,1478,308,56.0,62,71,297,60
26,74,74,77,3,6000000.0,1892,412,63.0,81,71,316,69
25,83,83,88,5,25500000.0,1364,459,62.0,42,52,242,74
24,67,69,71,4,1000000.0,1731,365,63.0,56,64,333,64
25,65,68,68,3,675000.0,1757,363,63.0,73,68,339,65
21,76,76,83,7,11000000.0,1837,395,66.0,80,72,368,74
26,68,68,70,2,775000.0,1218,388,52.0,33,74,232,60
24,62,64,68,6,425000.0,1653,372,51.0,87,82,343,49
25,68,69,69,1,1100000.0,1793,377,66.0,49,57,309,62
23,61,63,67,6,300000.0,1615,344,53.0,64,70,283,56
24,62,62,68,6,375000.0,1530,337,50.0,73,61,278,54
23,71,73,78,7,3400000.0,1750,375,71.0,72,73,350,70
27,76,77,76,0,8000000.0,2055,435,77.0,77,57,355,74
23,67,68,73,6,1000000.0,1727,386,65.0,69,72,329,58
26,76,76,77,1,8000000.0,2041,430,69.0,78,65,341,73
22,60,61,67,7,300000.0,1460,309,49.0,61,63,300,57
26,72,74,77,5,3700000.0,1592,347,72.0,64,81,293,70
23,69,68,77,8,1300000.0,1431,318,57.0,55,84,269,62
23,59,59,67,8,200000.0,1503,326,49.0,66,57,283,52
27,65,66,66,1,600000.0,1777,368,56.0,86,30,310,58
27,72,73,75,3,3400000.0,1829,396,66.0,84,64,337,66
26,62,64,65,3,375000.0,1601,351,53.0,64,63,314,53
23,71,73,74,3,2700000.0,1797,388,62.0,61,69,315,66
25,61,62,66,5,300000.0,1690,353,55.0,70,56,292,58
24,66,69,69,3,800000.0,1828,363,63.0,65,29,280,65
19,61,61,74,13,350000.0,1630,343,61.0,68,59,289,61
24,66,68,73,7,825000.0,1510,324,65.0,63,72,278,61
24,73,73,78,5,4700000.0,1864,405,65.0,80,66,327,67
20,75,74,75,0,7500000.0,1784,368,76.0,64,33,278,67
27,71,73,74,3,2600000.0,1677,366,65.0,89,77,331,66
29,75,75,75,0,6500000.0,1876,397,70.0,77,34,307,70
27,74,74,74,0,6000000.0,1905,404,71.0,68,58,331,67
29,72,73,72,0,3000000.0,1817,395,68.0,60,74,333,59
25,70,71,75,5,2100000.0,1636,356,62.0,66,77,299,67
24,65,67,71,6,675000.0,1564,338,68.0,65,76,319,55
22,72,74,80,8,4200000.0,1601,349,58.0,72,74,304,68
19,57,57,65,8,90000.0,1359,296,61.0,55,67,262,56
24,62,62,69,7,325000.0,1071,349,51.0,22,67,201,61
22,74,74,81,7,7000000.0,1871,414,62.0,66,64,299,63
23,62,66,70,8,450000.0,1547,340,60.0,55,59,268,57
23,61,63,69,8,375000.0,1548,334,49.0,71,74,327,56
23,68,70,76,8,1300000.0,1703,370,58.0,69,76,365,58
24,73,75,77,4,4700000.0,1638,350,73.0,67,76,302,74
24,64,65,66,2,550000.0,1680,364,55.0,67,63,337,54
23,66,67,76,10,950000.0,1683,359,58.0,68,69,311,58
36,66,66,66,0,220000.0,1540,306,61.0,30,46,236,58
23,83,85,87,4,33000000.0,2171,458,85.0,92,76,402,85
25,72,73,75,3,3900000.0,1773,378,67.0,74,62,340,70
27,73,73,73,0,3600000.0,1941,420,65.0,89,68,351,66
32,67,67,67,0,500000.0,1528,320,73.0,67,76,325,61
23,64,67,73,9,650000.0,1717,343,62.0,34,32,253,58
23,63,64,70,7,500000.0,1703,359,55.0,70,64,325,59
28,71,71,71,0,2100000.0,1815,385,73.0,74,80,344,71
26,73,75,75,2,4300000.0,1741,367,70.0,68,77,346,73
26,69,71,72,3,1300000.0,1741,374,68.0,74,77,357,67
24,70,72,75,5,2300000.0,1945,397,68.0,67,62,339,66
28,78,78,78,0,10500000.0,1941,410,71.0,72,63,361,79
25,69,71,74,5,1400000.0,1766,375,65.0,71,72,358,68
23,69,71,75,6,1300000.0,1573,352,60.0,65,72,299,67
29,65,65,65,0,550000.0,1644,346,55.0,61,78,343,66
33,65,65,65,0,300000.0,1099,368,53.0,24,53,190,58
25,70,71,73,3,2200000.0,1825,386,66.0,83,62,368,68
22,68,70,77,9,1400000.0,1608,352,58.0,53,36,223,67
23,79,81,84,5,17000000.0,1934,415,71.0,79,81,394,79
25,63,65,68,5,450000.0,1435,306,53.0,67,77,297,55
29,70,70,70,0,1500000.0,1903,397,67.0,76,73,367,69
22,67,68,75,8,1100000.0,1603,337,58.0,64,37,278,62
23,78,80,84,6,13000000.0,1785,395,65.0,75,79,301,77
30,61,62,61,0,230000.0,1716,368,63.0,67,66,324,61
27,65,65,65,0,0.0,1547,339,56.0,67,91,350,58
27,61,62,62,1,300000.0,1487,312,56.0,52,85,318,60
24,67,68,71,4,900000.0,1784,373,69.0,74,57,311,63
24,62,64,67,5,375000.0,1384,296,49.0,63,70,257,56
24,59,62,62,3,190000.0,1612,350,58.0,74,60,278,52
26,67,67,71,4,725000.0,1175,375,64.0,27,67,214,64
25,63,64,68,5,450000.0,1721,360,72.0,72,69,318,59
19,62,62,76,14,575000.0,1695,370,61.0,70,56,315,40
24,62,64,69,7,375000.0,1526,329,53.0,65,73,293,55
30,76,76,76,0,6000000.0,1790,377,75.0,71,84,361,73
21,77,77,88,11,13500000.0,1890,409,82.0,76,72,332,77
28,69,69,69,0,925000.0,1794,376,66.0,79,77,341,70
30,71,71,71,0,2300000.0,1680,353,71.0,77,72,349,76
26,65,69,67,2,650000.0,1749,372,62.0,78,78,337,59
24,65,65,67,2,675000.0,1690,354,59.0,70,39,313,60
23,69,70,75,6,1400000.0,1694,357,67.0,65,38,294,57
27,66,67,67,1,650000.0,1713,375,60.0,72,69,299,66
27,73,73,76,3,3500000.0,1198,408,66.0,28,63,216,69
27,75,75,75,0,7000000.0,1930,407,66.0,82,48,336,72
23,71,73,79,8,3200000.0,1658,358,74.0,73,86,322,64
26,67,69,69,2,925000.0,1516,341,69.0,64,88,303,67
29,73,73,73,0,0.0,989,386,65.0,19,36,159,67
24,63,62,67,4,500000.0,1528,319,52.0,50,59,307,54
24,74,76,78,4,7500000.0,1735,377,62.0,68,77,361,72
27,69,70,70,1,1100000.0,1623,361,51.0,61,71,279,55
29,70,71,71,1,1700000.0,1493,315,70.0,82,80,311,70
28,64,64,64,0,475000.0,1519,319,63.0,50,70,330,65
23,65,65,71,6,650000.0,1667,367,46.0,74,74,304,58
26,73,74,74,1,4700000.0,1873,395,71.0,75,39,306,72
26,77,78,78,1,10500000.0,2003,417,68.0,76,78,413,74
26,71,73,73,2,0.0,1633,365,62.0,69,82,326,62
28,66,66,66,0,650000.0,1798,368,69.0,87,72,359,67
